"airline","picture","source","author_name","author_profile","license"
"COW","airline_pictures/COW.jpg","https://www.flickr.com/photos/95512093@N05/38649773530/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"CPA","airline_pictures/CPA.jpg","https://www.flickr.com/photos/turkhavakancolle/40711758115/","馬鱈作定 | バタラサクティ","https://www.flickr.com/photos/turkhavakancolle/","CC0-1.0"
"CQH","airline_pictures/CQH.jpg","https://www.flickr.com/photos/byeangel/15071315220/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CQN","airline_pictures/CQN.jpg","https://www.flickr.com/photos/byeangel/16666349207/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CRC","airline_pictures/CRC.jpg","https://www.flickr.com/photos/airlines470/16613458980/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"CRK","airline_pictures/CRK.jpg","https://www.flickr.com/photos/byeangel/14039889163/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CRL","airline_pictures/CRL.jpg","https://www.flickr.com/photos/oliviercabaret/32592841997/","Оливе КАБАРЭ","https://www.flickr.com/photos/oliviercabaret/","CC-BY-2.0"
"CRQ","airline_pictures/CRQ.jpg","https://www.flickr.com/photos/44939325@N02/4192629198/","Maarten Visser","https://www.flickr.com/photos/44939325@N02/","CC-BY-SA-2.0"
"CRV","airline_pictures/CRV.jpg","https://www.flickr.com/photos/tomasdelcoro/9575541648/","Tomás Del Coro","https://www.flickr.com/photos/tomasdelcoro/","CC-BY-SA-2.0"
"CSA","airline_pictures/CSA.jpg","https://www.flickr.com/photos/ajw1970/8221526853/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"CSC","airline_pictures/CSC.jpg","https://www.flickr.com/photos/byeangel/14843426872/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CSH","airline_pictures/CSH.jpg","https://www.flickr.com/photos/byeangel/16979679208/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CSN","airline_pictures/CSN.jpg","https://www.flickr.com/photos/byeangel/16143297384/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CSQ","airline_pictures/CSQ.jpg","https://www.flickr.com/photos/aero_icarus/6447113409/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"CSS","airline_pictures/CSS.jpg","https://www.flickr.com/photos/awilson154/30058544975/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"CSZ","airline_pictures/CSZ.jpg","https://www.flickr.com/photos/ajw1970/47479075312/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"CTM","airline_pictures/CTM.jpg","https://www.flickr.com/photos/94250258@N02/30027720380/","Jonathan Winton Photography","https://www.flickr.com/photos/94250258@N02/","CC-BY-ND-2.0"
"CTN","airline_pictures/CTN.jpg","https://www.flickr.com/photos/airlines470/19178844192/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"CTV","airline_pictures/CTV.jpg","https://www.flickr.com/photos/turkhavakancolle/44732356912/","馬鱈作定 | バタラサクティ","https://www.flickr.com/photos/turkhavakancolle/","CC0-1.0"
"CUA","airline_pictures/CUA.jpg","https://www.flickr.com/photos/byeangel/8744122310/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CUB","airline_pictures/CUB.jpg","https://www.flickr.com/photos/ajw1970/27159752021/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"CUL","airline_pictures/CUL.jpg","https://www.flickr.com/photos/coloradosenategop/13429952504/","Colorado Senate GOP","https://www.flickr.com/photos/coloradosenategop/","CC0-1.0"
"CVK","airline_pictures/CVK.jpg","https://www.flickr.com/photos/130961247@N06/16585987055/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"CVV","airline_pictures/CVV.jpg","https://www.flickr.com/photos/aero_icarus/4794627226/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"CXA","airline_pictures/CXA.jpg","https://www.flickr.com/photos/byeangel/12676518905/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"CXB","airline_pictures/CXB.jpg","https://www.flickr.com/photos/78631472@N03/49339580982/","Markus Eigenheer","https://www.flickr.com/photos/78631472@N03/","CC-BY-SA-2.0"
"CYL","airline_pictures/CYL.jpg","https://www.flickr.com/photos/airlines470/48755991862/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"CYP","airline_pictures/CYP.jpg","https://www.flickr.com/photos/33465428@N02/4463297628/","Dean Morley","https://www.flickr.com/photos/33465428@N02/","CC-BY-ND-2.0"
"CYZ","airline_pictures/CYZ.jpg","https://www.flickr.com/photos/byeangel/18349299741/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"DAE","airline_pictures/DAE.jpg","https://www.flickr.com/photos/aero_icarus/5574207110/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"DAF","airline_pictures/DAF.jpg","https://www.flickr.com/photos/lynothehammer/49717463948/","Steve Lynes","https://www.flickr.com/photos/lynothehammer/","CC-BY-2.0"
"DAH","airline_pictures/DAH.jpg","https://www.flickr.com/photos/oo-luc_aircraft_archive/49666799487/","LV Aircraft Photography","https://www.flickr.com/photos/oo-luc_aircraft_archive/","CC-BY-ND-2.0"
"DAL","airline_pictures/DAL.jpg","https://www.flickr.com/photos/lynothehammer/49803626167/","Steve Lynes","https://www.flickr.com/photos/lynothehammer/","CC-BY-2.0"
"DEF","airline_pictures/DEF.jpg","https://www.flickr.com/photos/rosedale7175/40282911602/","Rosedale7175","https://www.flickr.com/photos/rosedale7175/","CC-BY-SA-2.0"
"DER","airline_pictures/DER.jpg","https://www.flickr.com/photos/kentaroiemoto/14240448099/","Kentaro IEMOTO","https://www.flickr.com/photos/kentaroiemoto/","CC-BY-SA-2.0"
"DHK","airline_pictures/DHK.jpg","https://www.flickr.com/photos/ajw1970/40217606500/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"DHX","airline_pictures/DHX.jpg","https://www.flickr.com/photos/ajw1970/40217606500/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"DKH","airline_pictures/DKH.jpg","https://www.flickr.com/photos/130961247@N06/49564986148/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"DLA","airline_pictures/DLA.jpg","https://www.flickr.com/photos/sjbyles/7155664847/","Steven Byles","https://www.flickr.com/photos/sjbyles/","CC-BY-SA-2.0"
"DLH","airline_pictures/DLH.jpg","https://www.flickr.com/photos/nickraider/27797688114/","Oliver Holzbauer","https://www.flickr.com/photos/nickraider/","CC-BY-SA-2.0"
"DOC","airline_pictures/DOC.jpg","https://www.flickr.com/photos/78304219@N06/25293252952/","Øyvind Holmstad","https://www.flickr.com/photos/78304219@N06/","CC-BY-SA-2.0"
"DQA","airline_pictures/DQA.jpg","https://www.flickr.com/photos/awilson154/25371382792/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"DRK","airline_pictures/DRK.jpg","https://www.flickr.com/photos/faisal_akram/8306345712/","Faisal Akram","https://www.flickr.com/photos/faisal_akram/","CC-BY-SA-2.0"
"DSM","airline_pictures/DSM.jpg","https://www.flickr.com/photos/carlosdob777/33907622701/","Carlos Daniel Dobelli","https://www.flickr.com/photos/carlosdob777/","CC-BY-2.0"
"DTA","airline_pictures/DTA.jpg","https://www.flickr.com/photos/smartjunco/2159748415/","Andrew W. Sieber","https://www.flickr.com/photos/smartjunco/","CC-BY-ND-2.0"
"DTH","airline_pictures/DTH.jpg","https://www.flickr.com/photos/130961247@N06/39746341835/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"DTR","airline_pictures/DTR.jpg","https://www.flickr.com/photos/130961247@N06/16671456419/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"DUB","airline_pictures/DUB.jpg","https://www.flickr.com/photos/130961247@N06/40716927350/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"DUK","airline_pictures/DUK.jpg","https://www.flickr.com/photos/24739551@N03/41861334635/","Mike Burdett","https://www.flickr.com/photos/24739551@N03/","CC-BY-SA-2.0"
"EAF","airline_pictures/EAF.jpg","https://www.flickr.com/photos/130961247@N06/40984756264/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"EAQ","airline_pictures/EAQ.jpg","https://www.flickr.com/photos/aero_icarus/5362885153/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"EDW","airline_pictures/EDW.jpg","https://www.flickr.com/photos/131806380@N05/27178330030/","Rob Hodgkins","https://www.flickr.com/photos/131806380@N05/","CC-BY-SA-2.0"
"EFF","airline_pictures/EFF.jpg","https://www.flickr.com/photos/95512093@N05/25943777031/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"EGL","airline_pictures/EGL.jpg","https://www.flickr.com/photos/95512093@N05/43008403804/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"EIN","airline_pictures/EIN.jpg","https://www.flickr.com/photos/paulsairliners/39149014444/","Paul Evans","https://www.flickr.com/photos/paulsairliners/","CC-BY-2.0"
"EJU","airline_pictures/EJU.jpg","https://www.flickr.com/photos/95512093@N05/41939059344/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"ELY","airline_pictures/ELY.jpg","https://www.flickr.com/photos/oo-luc_aircraft_archive/33807731528/","LV Aircraft Photography","https://www.flickr.com/photos/oo-luc_aircraft_archive/","CC-BY-ND-2.0"
"EMB","airline_pictures/EMB.jpg","https://www.flickr.com/photos/lynothehammer/43515231641/","Steve Lynes","https://www.flickr.com/photos/lynothehammer/","CC-BY-2.0"
"ENZ","airline_pictures/ENZ.jpg","https://www.flickr.com/photos/131806380@N05/26364968182/","Rob Hodgkins","https://www.flickr.com/photos/131806380@N05/","CC-BY-SA-2.0"
"EPB","airline_pictures/EPB.jpg","https://www.flickr.com/photos/erik_altitude/5475080224/","erik.altitude","https://www.flickr.com/photos/erik_altitude/","CC-BY-ND-2.0"
"ESF","airline_pictures/ESF.jpg","https://www.flickr.com/photos/aero_icarus/6697858409/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"ESR","airline_pictures/ESR.jpg","https://www.flickr.com/photos/ajw1970/48579106346/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"ETD","airline_pictures/ETD.jpg","https://www.flickr.com/photos/nickraider/27857498434/","Oliver Holzbauer","https://www.flickr.com/photos/nickraider/","CC-BY-SA-2.0"
"ETH","airline_pictures/ETH.jpg","https://www.flickr.com/photos/byeangel/15360809695/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"EVA","airline_pictures/EVA.jpg","https://www.flickr.com/photos/ajw1970/48301349236/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"EVE","airline_pictures/EVE.jpg","https://www.flickr.com/photos/125390868@N03/48022730067/","Benedikt Lang","https://www.flickr.com/photos/125390868@N03/","CC-BY-ND-2.0"
"EWG","airline_pictures/EWG.jpg","https://www.flickr.com/photos/125390868@N03/46419603825/","Benedikt Lang","https://www.flickr.com/photos/125390868@N03/","CC-BY-ND-2.0"
"EXS","airline_pictures/EXS.jpg","https://www.flickr.com/photos/ljm-manchester/10039746213/","Liam McManus","https://www.flickr.com/photos/ljm-manchester/","CC-BY-ND-2.0"
"EXY","airline_pictures/EXY.jpg","https://www.flickr.com/photos/ajw1970/15488020774/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"EZE","airline_pictures/EZE.jpg","https://www.flickr.com/photos/levien66/32585369653/","Transport Pixels","https://www.flickr.com/photos/levien66/","CC-BY-2.0"
"EZS","airline_pictures/EZS.jpg","https://www.flickr.com/photos/78631472@N03/48007923132/","Markus Eigenheer","https://www.flickr.com/photos/78631472@N03/","CC-BY-SA-2.0"
"EZY","airline_pictures/EZY.jpg","https://www.flickr.com/photos/ajw1970/33098459908/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"FAB","airline_pictures/FAB.jpg","https://www.flickr.com/photos/liamallport/48811281116/","Liam Allport","https://www.flickr.com/photos/liamallport/","CC-BY-2.0"
"FAG","airline_pictures/FAG.jpg","https://www.flickr.com/photos/c38astra/6933897620/","Robert Underwood","https://www.flickr.com/photos/c38astra/","CC-BY-SA-2.0"
"FAH","airline_pictures/FAH.jpg","https://www.flickr.com/photos/130961247@N06/43426203655/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"FAM","airline_pictures/FAM.jpg","https://www.flickr.com/photos/contri/4355793578/","contri","https://www.flickr.com/photos/contri/","CC-BY-SA-2.0"
"FBS","airline_pictures/FBS.jpg","https://www.flickr.com/photos/130961247@N06/49566574526/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"FCM","airline_pictures/FCM.jpg","https://www.flickr.com/photos/130961247@N06/29636555083/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"FDA","airline_pictures/FDA.jpg","https://www.flickr.com/photos/bike_stroll_around/22219592886/","Jura Tone","https://www.flickr.com/photos/bike_stroll_around/","CC0-1.0"
"FDB","airline_pictures/FDB.jpg","https://www.flickr.com/photos/130961247@N06/30728990597/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"FDR","airline_pictures/FDR.jpg","https://www.flickr.com/photos/130275500@N02/20921797093/","G B_NZ","https://www.flickr.com/photos/130275500@N02/","CC-BY-SA-2.0"
"FDX","airline_pictures/FDX.jpg","https://www.flickr.com/photos/byeangel/15165069759/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"FEG","airline_pictures/FEG.jpg","https://www.flickr.com/photos/152414129@N08/40974239445/","TJDarmstadt","https://www.flickr.com/photos/152414129@N08/","CC-BY-2.0"
"FFT","airline_pictures/FFT.jpg","https://www.flickr.com/photos/bribri/16883870122/","BriYYZ","https://www.flickr.com/photos/bribri/","CC-BY-SA-2.0"
"FGD","airline_pictures/FGD.jpg","https://www.flickr.com/photos/jonpsphotos/35695327313/","Jonathan Payne","https://www.flickr.com/photos/jonpsphotos/","CC-BY-SA-2.0"
"FHY","airline_pictures/FHY.jpg","https://www.flickr.com/photos/marvin-mutz/48704785502/","Marvin Mutz","https://www.flickr.com/photos/marvin-mutz/","CC-BY-SA-2.0"
"FIN","airline_pictures/FIN.jpg","https://www.flickr.com/photos/ajw1970/24552108739/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"FJA","airline_pictures/FJA.jpg","https://www.flickr.com/photos/mikecogh/49463977512/","Michael Coghlan","https://www.flickr.com/photos/mikecogh/","CC-BY-SA-2.0"
"FJI","airline_pictures/FJI.jpg","https://www.flickr.com/photos/airlines470/49810337392/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"FLE","airline_pictures/FLE.jpg","https://www.flickr.com/photos/bribri/48170928436/","BriYYZ","https://www.flickr.com/photos/bribri/","CC-BY-SA-2.0"
"FLI","airline_pictures/FLI.jpg","https://www.flickr.com/photos/awilson154/21086832091/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"FNA","airline_pictures/FNA.jpg","https://www.flickr.com/photos/travelingotter/23732563326/","TravelingOtter","https://www.flickr.com/photos/travelingotter/","CC-BY-2.0"
"FNF","airline_pictures/FNF.jpg","https://www.flickr.com/photos/130961247@N06/24988981569/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"FNY","airline_pictures/FNY.jpg","https://www.flickr.com/photos/jonpsphotos/46771864154/","Jonathan Payne","https://www.flickr.com/photos/jonpsphotos/","CC-BY-SA-2.0"
"FPO","airline_pictures/FPO.jpg","https://www.flickr.com/photos/airlines470/49404435636/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"FPR","airline_pictures/FPR.jpg","https://www.flickr.com/photos/109661044@N07/22862503407/","Rob Schleiffert","https://www.flickr.com/photos/109661044@N07/","CC-BY-SA-2.0"
"FRA","airline_pictures/FRA.jpg","https://www.flickr.com/photos/ajw1970/40015661382/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"FRV","airline_pictures/FRV.jpg","https://www.flickr.com/photos/cooke1/7988575951/","Colin Cooke Photo","https://www.flickr.com/photos/cooke1/","CC-BY-ND-2.0"
"FRX","airline_pictures/FRX.jpg","https://www.flickr.com/photos/130961247@N06/37433212641/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"FWI","airline_pictures/FWI.jpg","https://www.flickr.com/photos/ajw1970/49743486443/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"FXI","airline_pictures/FXI.jpg","https://www.flickr.com/photos/ian_a_gratton/48720915813/","Ian Gratton","https://www.flickr.com/photos/ian_a_gratton/","CC-BY-2.0"
"GAF","airline_pictures/GAF.jpg","https://www.flickr.com/photos/lynothehammer/49831741942/","Steve Lynes","https://www.flickr.com/photos/lynothehammer/","CC-BY-2.0"
"GAL","airline_pictures/GAL.jpg","https://www.flickr.com/photos/jonpsphotos/24510311673/","Jonathan Payne","https://www.flickr.com/photos/jonpsphotos/","CC-BY-SA-2.0"
"GCR","airline_pictures/GCR.jpg","https://www.flickr.com/photos/byeangel/16556349309/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"GEC","airline_pictures/GEC.jpg","https://www.flickr.com/photos/ajw1970/43236929302/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"GFA","airline_pictures/GFA.jpg","https://www.flickr.com/photos/airlines470/33654594848/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"GIA","airline_pictures/GIA.jpg","https://www.flickr.com/photos/byeangel/11687276544/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"GJT","airline_pictures/GJT.jpg","https://www.flickr.com/photos/ajw1970/49856549056/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"GLG","airline_pictures/GLG.jpg","https://www.flickr.com/photos/aero_icarus/4309692269/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"GLO","airline_pictures/GLO.jpg","https://www.flickr.com/photos/passionforfly/23110602856/","Diegonvs","https://www.flickr.com/photos/passionforfly/","CC-BY-2.0"
"GMT","airline_pictures/GMT.jpg","https://www.flickr.com/photos/tomasdelcoro/9578723453/","Tomás Del Coro","https://www.flickr.com/photos/tomasdelcoro/","CC-BY-SA-2.0"
"GNJ","airline_pictures/GNJ.jpg","https://www.flickr.com/photos/riikkeary/49647007233/","Riik@mctr","https://www.flickr.com/photos/riikkeary/","CC-BY-SA-2.0"
"GNX","airline_pictures/GNX.jpg","https://www.flickr.com/photos/papasdos/33251256631/","Papas Dos","https://www.flickr.com/photos/papasdos/","CC-BY-2.0"
"GNY","airline_pictures/GNY.jpg","https://www.flickr.com/photos/lynothehammer/48364775097/","Steve Lynes","https://www.flickr.com/photos/lynothehammer/","CC-BY-2.0"
"GPD","airline_pictures/GPD.jpg","https://www.flickr.com/photos/tomasdelcoro/8445492633/","Tomás Del Coro","https://www.flickr.com/photos/tomasdelcoro/","CC-BY-SA-2.0"
"GRL","airline_pictures/GRL.jpg","https://www.flickr.com/photos/aero_icarus/5134761863/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"GSH","airline_pictures/GSH.jpg","https://www.flickr.com/photos/95512093@N05/48353518627/","James","https://www.flickr.com/photos/95512093@N05/","CC-BY-SA-2.0"
"GTI","airline_pictures/GTI.jpg","https://www.flickr.com/photos/medau/13093241853/","Joao Carlos Medau","https://www.flickr.com/photos/medau/","CC-BY-2.0"
"GTV","airline_pictures/GTV.jpg","https://www.flickr.com/photos/aero_icarus/4753039079/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"GZP","airline_pictures/GZP.jpg","https://www.flickr.com/photos/papasdos/34150355203/","Papas Dos","https://www.flickr.com/photos/papasdos/","CC-BY-2.0"
"HAL","airline_pictures/HAL.jpg","https://www.flickr.com/photos/tomasdelcoro/5123681988/","Tomás Del Coro","https://www.flickr.com/photos/tomasdelcoro/","CC-BY-SA-2.0"
"HAX","airline_pictures/HAX.jpg","https://www.flickr.com/photos/16633132@N04/13608247855/","Ronnie Robertson","https://www.flickr.com/photos/16633132@N04/","CC-BY-SA-2.0"
"HBH","airline_pictures/HBH.jpg","https://www.flickr.com/photos/byeangel/8696064950/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"HDA","airline_pictures/HDA.jpg","https://www.flickr.com/photos/130961247@N06/47663114221/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"HFM","airline_pictures/HFM.jpg","https://www.flickr.com/photos/130961247@N06/49579897746/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"HFY","airline_pictures/HFY.jpg","https://www.flickr.com/photos/130961247@N06/49579897811/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"HIB","airline_pictures/HIB.jpg","https://www.flickr.com/photos/awilson154/35779880722/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"HKC","airline_pictures/HKC.jpg","https://www.flickr.com/photos/130961247@N06/33760094028/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"HKE","airline_pictures/HKE.jpg","https://www.flickr.com/photos/ajw1970/48506213386/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"HKS","airline_pictures/HKS.jpg","https://www.flickr.com/photos/ajw1970/45053855142/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"HTM","airline_pictures/HTM.jpg","https://www.flickr.com/photos/kitmasterbloke/13388240434/","kitmasterbloke","https://www.flickr.com/photos/kitmasterbloke/","CC-BY-2.0"
"HUF","airline_pictures/HUF.jpg","https://www.flickr.com/photos/13722921@N06/3602730155/","Jerry Gunner","https://www.flickr.com/photos/13722921@N06/","CC-BY-2.0"
"HVK","airline_pictures/HVK.jpg","https://www.flickr.com/photos/130961247@N06/45247574442/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"HVN","airline_pictures/HVN.jpg","https://www.flickr.com/photos/129575161@N05/42333619490/","Masakatsu Ukon","https://www.flickr.com/photos/129575161@N05/","CC-BY-SA-2.0"
"HXA","airline_pictures/HXA.jpg","https://www.flickr.com/photos/byeangel/9496503924/","byeangel","https://www.flickr.com/photos/byeangel/","CC-BY-SA-2.0"
"HYD","airline_pictures/HYD.jpg","https://www.flickr.com/photos/husseinabdallah/5068709556/","abdallahh","https://www.flickr.com/photos/husseinabdallah/","CC-BY-2.0"
"HYP","airline_pictures/HYP.jpg","https://www.flickr.com/photos/78631472@N03/48432600297/","Markus Eigenheer","https://www.flickr.com/photos/78631472@N03/","CC-BY-SA-2.0"
"HYR","airline_pictures/HYR.jpg","https://www.flickr.com/photos/130961247@N06/49564741303/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"IAE","airline_pictures/IAE.jpg","https://www.flickr.com/photos/130961247@N06/42688173020/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"IAF","airline_pictures/IAF.jpg","https://www.flickr.com/photos/ajw1970/48644576832/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"IAM","airline_pictures/IAM.jpg","https://www.flickr.com/photos/94250258@N02/31736994273/","Jonathan Winton Photography","https://www.flickr.com/photos/94250258@N02/","CC-BY-ND-2.0"
"IAW","airline_pictures/IAW.jpg","https://www.flickr.com/photos/130961247@N06/44385227575/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"IAX","airline_pictures/IAX.jpg","https://www.flickr.com/photos/68864385@N07/9494875367/","Bill Kingsland","https://www.flickr.com/photos/68864385@N07/","CC-BY-2.0"
"IBB","airline_pictures/IBB.jpg","https://www.flickr.com/photos/ajw1970/32011986277/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"IBE","airline_pictures/IBE.jpg","https://www.flickr.com/photos/ajw1970/31406168213/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"IBK","airline_pictures/IBK.jpg","https://www.flickr.com/photos/airlines470/49391208461/","ERIC SALARD","https://www.flickr.com/photos/airlines470/","CC-BY-SA-2.0"
"IBS","airline_pictures/IBS.jpg","https://www.flickr.com/photos/riikkeary/48941426881/","Riik@mctr","https://www.flickr.com/photos/riikkeary/","CC-BY-SA-2.0"
"IBX","airline_pictures/IBX.jpg","https://www.flickr.com/photos/ajw1970/47001512774/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"ICE","airline_pictures/ICE.jpg","https://www.flickr.com/photos/riikkeary/48941443066/","Riik@mctr","https://www.flickr.com/photos/riikkeary/","CC-BY-SA-2.0"
"ICG","airline_pictures/ICG.jpg","https://www.flickr.com/photos/16633132@N04/9513245009/","Ronnie Robertson","https://www.flickr.com/photos/16633132@N04/","CC-BY-SA-2.0"
"ICV","airline_pictures/ICV.jpg","https://www.flickr.com/photos/129575161@N05/23375595349/","Masakatsu Ukon","https://www.flickr.com/photos/129575161@N05/","CC-BY-SA-2.0"
"IFC","airline_pictures/IFC.jpg","https://www.flickr.com/photos/ajw1970/20270123805/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"IFL","airline_pictures/IFL.jpg","https://www.flickr.com/photos/redlegsfan21/6882880323/","redlegsfan21","https://www.flickr.com/photos/redlegsfan21/","CC-BY-SA-2.0"
"IGA","airline_pictures/IGA.jpg","https://www.flickr.com/photos/kitmasterbloke/33537498868/","kitmasterbloke","https://www.flickr.com/photos/kitmasterbloke/","CC-BY-2.0"
"IGO","airline_pictures/IGO.jpg","https://www.flickr.com/photos/130961247@N06/32723962917/","Anna Zvereva","https://www.flickr.com/photos/130961247@N06/","CC-BY-SA-2.0"
"IMX","airline_pictures/IMX.jpg","https://www.flickr.com/photos/awilson154/49069950263/","Alec Wilson","https://www.flickr.com/photos/awilson154/","CC-BY-SA-2.0"
"INP","airline_pictures/INP.jpg","https://www.flickr.com/photos/aero_icarus/4309663615/","Aero Icarus","https://www.flickr.com/photos/aero_icarus/","CC-BY-SA-2.0"
"IOS","airline_pictures/IOS.jpg","https://www.flickr.com/photos/ajw1970/45620958274/","Alan Wilson","https://www.flickr.com/photos/ajw1970/","CC-BY-SA-2.0"
"IRA","airline_pictures/IRA.jpg","https://www.flickr.com/photos/marvin-mutz/48031875887/","Marvin Mutz","https://www.flickr.com/photos/marvin-mutz/","CC-BY-SA-2.0"
